Year,Site,Management,access,Reserve,Transect,Species,Density,
2013,Pantai Nirwana,Utilization Zone,Gear Restriction,1,3,Caesio cuning,10,
2013,Parang 2,Utilization Zone,Gear Restriction,1,3,Caesio cuning,200,
2013,Pantai Nirwana,Utilization Zone,Gear Restriction,1,1,Caesio cuning,100,
2013,Tengah,Utilization Zone,Gear Restriction,1,3,Caesio cuning,50,
2013,Tanjung Lemu,Utilization Zone,Gear Restriction,1,3,Caesio cuning,750,
2013,Cemara Besar 1,Utilization Zone,Gear Restriction,1,2,Caesio cuning,275,
2013,Cemara Besar 1,Utilization Zone,Gear Restriction,1,2,Caesio cuning,250,
2013,Cemara Besar 1,Utilization Zone,Gear Restriction,1,3,Caesio cuning,125,
2013,Batu Putih,Utilization Zone,Gear Restriction,1,1,Caesio cuning,750,
2013,Taka Malang E,Core Zone,No Take Zone,0,2,Caesio cuning,200,
2013,Tanjung Dua,Core Zone,No Take Zone,0,2,Caesio cuning,300,
2013,Tanjung Dua,Core Zone,No Take Zone,0,3,Caesio cuning,50,
2013,Taka Malang E,Core Zone,No Take Zone,0,2,Caesio cuning,200,
2013,Taka Malang E,Core Zone,No Take Zone,0,2,Caesio cuning,1000,
2013,Legon Janten,Core Zone,No Take Zone,0,1,Caesio cuning,20,
2013,Kumbang 3,Core Zone,No Take Zone,0,1,Caesio cuning,190,
2013,Taka Malang W,Core Zone,No Take Zone,0,1,Caesio cuning,200,
2013,Legon Moto,Core Zone,No Take Zone,0,2,Caesio cuning,10,
2013,Kumbang 2,Core Zone,No Take Zone,0,3,Caesio cuning,100,
2013,Taka Menyawakan W,Core Zone,No Take Zone,0,3,Caesio cuning,200,
2013,Tanjung Dua,Core Zone,No Take Zone,0,2,Caesio cuning,800,
2013,Tanjung Dua,Core Zone,No Take Zone,0,2,Caesio cuning,50,
2013,Tanjung Dua,Core Zone,No Take Zone,0,1,Caesio cuning,200,
2013,Tanjung Dua,Core Zone,No Take Zone,0,3,Caesio cuning,150,
2013,Tanjung Dua,Core Zone,No Take Zone,0,3,Caesio cuning,100,
2013,Kumbang 1,Core Zone,No Take Zone,0,3,Caesio cuning,100,
2013,Kumbang 1,Core Zone,No Take Zone,0,2,Caesio cuning,100,
2013,Taka Malang E,Core Zone,No Take Zone,0,1,Caesio cuning,500,
2013,Legon Janten,Core Zone,No Take Zone,0,1,Caesio cuning,80,
2013,Legon Janten,Core Zone,No Take Zone,0,2,Caesio cuning,20,
2013,Tanjung Sekoci,Core Zone,No Take Zone,0,2,Caesio cuning,40,
2013,Tanjung Sekoci,Core Zone,No Take Zone,0,3,Caesio cuning,10,
2013,Legon Moto,Core Zone,No Take Zone,0,1,Caesio cuning,220,
2013,Kumbang 3,Core Zone,No Take Zone,0,1,Caesio cuning,260,
2013,Kumbang 3,Core Zone,No Take Zone,0,3,Caesio cuning,330,
2013,Kumbang 2,Core Zone,No Take Zone,0,3,Caesio cuning,300,
2013,Kumbang 2,Core Zone,No Take Zone,0,3,Caesio cuning,200,
2013,Kumbang 2,Core Zone,No Take Zone,0,2,Caesio cuning,300,
2013,Kumbang 2,Core Zone,No Take Zone,0,1,Caesio cuning,950,
2013,Taka Menyawakan W,Core Zone,No Take Zone,0,2,Caesio cuning,10,
2013,Taka Menyawakan W,Core Zone,No Take Zone,0,3,Caesio cuning,250,
2013,Tanjung Dua,Core Zone,No Take Zone,0,3,Caesio cuning,140,
2013,Tanjung Dua,Core Zone,No Take Zone,0,1,Caesio cuning,250,
2013,Tanjung Dua,Core Zone,No Take Zone,0,3,Caesio cuning,50,
2013,Kumbang 1,Core Zone,No Take Zone,0,2,Caesio cuning,100,
2013,Kumbang 1,Core Zone,No Take Zone,0,1,Caesio cuning,100,
2013,Taka Malang E,Core Zone,No Take Zone,0,2,Caesio cuning,50,
2013,Tanjung Sekoci,Core Zone,No Take Zone,0,1,Caesio cuning,280,
2013,Tanjung Sekoci,Core Zone,No Take Zone,0,2,Caesio cuning,510,
2013,Tanjung Sekoci,Core Zone,No Take Zone,0,3,Caesio cuning,480,
2013,Legon Moto,Core Zone,No Take Zone,0,1,Caesio cuning,200,
2013,Taka Menyawakan E,Core Zone,No Take Zone,0,1,Caesio cuning,50,
2013,Taka Menyawakan E,Core Zone,No Take Zone,0,2,Caesio cuning,120,
2013,Kumbang 3,Core Zone,No Take Zone,0,1,Caesio cuning,50,
2013,Kumbang 3,Core Zone,No Take Zone,0,2,Caesio cuning,130,
2013,Kumbang 3,Core Zone,No Take Zone,0,3,Caesio cuning,190,
2013,Taka Malang E,Core Zone,No Take Zone,0,3,Caesio cuning,100,
2013,Legon Moto,Core Zone,No Take Zone,0,2,Caesio cuning,10,
2013,Legon Moto,Core Zone,No Take Zone,0,1,Caesio cuning,700,
2013,Tanjung Sekoci,Core Zone,No Take Zone,0,3,Caesio cuning,300,
2013,Kumbang 2,Core Zone,No Take Zone,0,3,Caesio cuning,100,
2013,Kumbang 2,Core Zone,No Take Zone,0,2,Caesio cuning,200,
2013,Taka Menyawakan W,Core Zone,No Take Zone,0,1,Caesio cuning,10,
2013,Taka Menyawakan W,Core Zone,No Take Zone,0,2,Caesio cuning,20,
2013,Taka Menyawakan W,Core Zone,No Take Zone,0,2,Caesio cuning,100,
2013,Taka Menyawakan W,Core Zone,No Take Zone,0,3,Caesio cuning,250,
2013,Tanjung Dua,Core Zone,No Take Zone,0,3,Caesio cuning,200,
2013,Tanjung Dua,Core Zone,No Take Zone,0,2,Caesio cuning,200,
2013,Tanjung Dua,Core Zone,No Take Zone,0,1,Caesio cuning,20,
2013,Taka Menyawakan E,Core Zone,No Take Zone,0,1,Caesio cuning,780,
2013,Taka Menyawakan E,Core Zone,No Take Zone,0,3,Caesio cuning,80,
2013,Taka Malang W,Core Zone,No Take Zone,0,3,Caesio cuning,10,
2013,Legon Moto,Core Zone,No Take Zone,0,3,Caesio cuning,300,
2013,Kumbang 2,Core Zone,No Take Zone,0,2,Caesio cuning,100,
2013,Taka Menyawakan W,Core Zone,No Take Zone,0,3,Caesio cuning,310,
2013,Legon Moto,Core Zone,No Take Zone,0,2,Caesio cuning,10,
2013,Tanjung Dua,Core Zone,No Take Zone,0,3,Caesio cuning,1250,
2013,Tanjung Dua,Core Zone,No Take Zone,0,2,Caesio cuning,750,
2013,Tanjung Dua,Core Zone,No Take Zone,0,1,Caesio cuning,150,
2013,Taka Malang E,Core Zone,No Take Zone,0,2,Caesio cuning,500,
2013,Tanjung Sekoci,Core Zone,No Take Zone,0,3,Caesio cuning,325,
2013,Legon Moto,Core Zone,No Take Zone,0,3,Caesio cuning,1250,
2013,Legon Moto,Core Zone,No Take Zone,0,2,Caesio cuning,2000,
2013,Legon Moto,Core Zone,No Take Zone,0,1,Caesio cuning,2500,
2013,Legon Janten,Core Zone,No Take Zone,0,1,Caesio cuning,750,
2013,Kumbang 3,Core Zone,No Take Zone,0,1,Caesio cuning,250,
2005,Legon Janten,Core Zone,No Take Zone,0,2,Plectropomus areolatus,10,
2007,Tanjung Lemu,Utilization,Gear Restriction,1,1,Plectropomus areolatus,10,
2007,Nyamuk,Utilization,Gear Restriction,1,1,Plectropomus areolatus,10,
2007,Kumbang 3,Core Zone,No Take Zone,0,1,Plectropomus areolatus,10,
2007,Taka Malang E,Core Zone,No Take Zone,0,1,Plectropomus areolatus,10,
2007,Tanjung Sekoci,Core Zone,No Take Zone,0,2,Plectropomus areolatus,10,
2012,Taka Malang W,Core Zone,No Take Zone,0,2,Plectropomus areolatus,10,
2012,Taka Malang W,Core Zone,No Take Zone,0,2,Plectropomus areolatus,20,
2012,Taka Malang W,Core Zone,No Take Zone,0,2,Plectropomus areolatus,10,
2013,Kecil,Utilization Zone,Gear Restriction,1,1,Plectropomus areolatus,10,
2013,Kumbang 2,Core Zone,No Take Zone,0,2,Plectropomus areolatus,10,
2013,Taka Malang W,Core Zone,No Take Zone,0,2,Plectropomus areolatus,10,
2013,Taka Malang W,Core Zone,No Take Zone,0,2,Plectropomus areolatus,10,
2013,Taka Malang W,Core Zone,No Take Zone,0,1,Plectropomus areolatus,10,
2013,Kumbang 3,Core Zone,No Take Zone,0,2,Plectropomus leopardus,10,
2005,Tanjung Lemu,Utilization,Gear Restriction,1,1,Plectropomus oligacanthus,10,
2005,Taka Malang E,Core Zone,No Take Zone,0,2,Plectropomus oligacanthus,20,
2005,Taka Malang E,Core Zone,No Take Zone,0,2,Plectropomus oligacanthus,10,
2005,Taka Malang W,Core Zone,No Take Zone,0,1,Plectropomus oligacanthus,10,
2006,Karang Katang,Utilization,Gear Restriction,1,2,Plectropomus oligacanthus,10,
2006,Kumbang 3,Core Zone,No Take Zone,0,1,Plectropomus oligacanthus,10,
2006,Kumbang 3,Core Zone,No Take Zone,0,2,Plectropomus oligacanthus,10,
2007,Tanjung Lemu,Utilization,Gear Restriction,1,2,Plectropomus oligacanthus,20,
2007,Tanjung Lemu,Utilization,Gear Restriction,1,1,Plectropomus oligacanthus,20,
2007,Kumbang 3,Core Zone,No Take Zone,0,1,Plectropomus oligacanthus,10,
2007,Kumbang 3,Core Zone,No Take Zone,0,2,Plectropomus oligacanthus,10,
2009,Cemara Besar 1,Utilization,Gear Restriction,1,2,Plectropomus oligacanthus,10,
2009,Tanjung Sekoci,Core Zone,No Take Zone,0,2,Plectropomus oligacanthus,10,
2009,Legon Moto,Core Zone,No Take Zone,0,2,Plectropomus oligacanthus,10,
2009,Taka Malang E,Core Zone,No Take Zone,0,2,Plectropomus oligacanthus,10,
2012,Karang Katang,Utilization,Gear Restriction,1,3,Plectropomus oligacanthus,10,
2012,Taka Malang E,Core Zone,No Take Zone,0,2,Plectropomus oligacanthus,10,
2005,Cemara Besar 2,Utilization,Gear Restriction,1,1,Scarus ghobban,30,
2005,Karang Katang,Utilization,Gear Restriction,1,2,Scarus ghobban,20,
2005,Nyamuk,Utilization,Gear Restriction,1,1,Scarus ghobban,70,
2005,Parang 1,Utilization,Gear Restriction,1,2,Scarus ghobban,10,
2005,Nyamuk,Utilization,Gear Restriction,1,2,Scarus ghobban,10,
2005,Parang 1,Utilization,Gear Restriction,1,2,Scarus ghobban,10,
2006,Cemara Besar 2,Utilization,Gear Restriction,1,2,Scarus ghobban,10,
2006,Parang 1,Utilization,Gear Restriction,1,1,Scarus ghobban,10,
2006,Batu Putih,Utilization,Gear Restriction,1,1,Scarus ghobban,20,
2006,Parang 1,Utilization,Gear Restriction,1,1,Scarus ghobban,10,
2006,Karang Katang,Utilization,Gear Restriction,1,2,Scarus ghobban,10,
2006,Tanjung Lemu,Utilization,Gear Restriction,1,2,Scarus ghobban,20,
2007,Nyamuk,Utilization,Gear Restriction,1,1,Scarus ghobban,10,
2007,Cemara Besar 1,Utilization,Gear Restriction,1,2,Scarus ghobban,10,
2007,Kecil,Utilization,Gear Restriction,1,2,Scarus ghobban,10,
2007,Cemara Besar 2,Utilization,Gear Restriction,1,2,Scarus ghobban,10,
2009,Karang Katang,Utilization,Gear Restriction,1,2,Scarus ghobban,20,
2009,Karang Katang,Utilization,Gear Restriction,1,3,Scarus ghobban,10,
2009,Nyamuk,Utilization,Gear Restriction,1,1,Scarus ghobban,10,
2009,Parang 2,Utilization,Gear Restriction,1,3,Scarus ghobban,10,
2009,Parang 2,Utilization,Gear Restriction,1,4,Scarus ghobban,10,
2009,Batu Putih,Utilization,Gear Restriction,1,3,Scarus ghobban,10,
2009,Cemara Besar 1,Utilization,Gear Restriction,1,3,Scarus ghobban,20,
2009,Cemara Besar 2,Utilization,Gear Restriction,1,1,Scarus ghobban,20,
2009,Karang Katang,Utilization,Gear Restriction,1,1,Scarus ghobban,10,
2009,Nyamuk,Utilization,Gear Restriction,1,3,Scarus ghobban,10,
2009,Pantai Nirwana,Utilization,Gear Restriction,1,1,Scarus ghobban,10,
2009,Cemara Besar 1,Utilization,Gear Restriction,1,4,Scarus ghobban,10,
2009,Karang Katang,Utilization,Gear Restriction,1,1,Scarus ghobban,20,
2009,Cemara Besar 2,Utilization,Gear Restriction,1,1,Scarus ghobban,30,
2009,Nyamuk,Utilization,Gear Restriction,1,2,Scarus ghobban,10,
2012,Kecil,Utilization,Gear Restriction,1,1,Scarus ghobban,20,
2012,Kecil,Utilization,Gear Restriction,1,3,Scarus ghobban,30,
2012,Pantai Nirwana,Utilization,Gear Restriction,1,1,Scarus ghobban,10,
2012,Kecil,Utilization,Gear Restriction,1,3,Scarus ghobban,10,
2012,Parang 1,Utilization,Gear Restriction,1,2,Scarus ghobban,10,
2012,Parang 2,Utilization,Gear Restriction,1,1,Scarus ghobban,10,
2012,Kecil,Utilization,Gear Restriction,1,2,Scarus ghobban,10,
2013,Tanjung Lemu,Utilization Zone,Gear Restriction,1,3,Scarus ghobban,20,
2013,Kecil,Utilization Zone,Gear Restriction,1,1,Scarus ghobban,10,
2013,Nyamuk,Utilization Zone,Gear Restriction,1,3,Scarus ghobban,10,
2013,Parang 1,Utilization Zone,Gear Restriction,1,2,Scarus ghobban,10,
2013,Parang 2,Utilization Zone,Gear Restriction,1,2,Scarus ghobban,10,
2013,Parang 1,Utilization Zone,Gear Restriction,1,3,Scarus ghobban,10,
2013,Cemara Besar 1,Utilization Zone,Gear Restriction,1,1,Scarus ghobban,10,
2013,Pantai Nirwana,Utilization Zone,Gear Restriction,1,1,Scarus ghobban,10,
2013,Parang 1,Utilization Zone,Gear Restriction,1,3,Scarus ghobban,10,
2013,Parang 1,Utilization Zone,Gear Restriction,1,1,Scarus ghobban,70,
2013,Tengah,Utilization Zone,Gear Restriction,1,3,Scarus ghobban,10,
2005,Taka Menyawakan E,Core Zone,No Take Zone,0,1,Scarus ghobban,120,
2005,Kumbang 1,Core Zone,No Take Zone,0,1,Scarus ghobban,60,
2005,Legon Moto,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2005,Tanjung Sekoci,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2005,Tanjung Sekoci,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2005,Taka Malang E,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2005,Kumbang 3,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2005,Legon Moto,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2005,Kumbang 2,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2005,Tanjung Sekoci,Core Zone,No Take Zone,0,2,Scarus ghobban,25,
2006,Kumbang 3,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2006,Legon Janten,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2006,Taka Malang E,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2006,Taka Malang W,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2006,Taka Malang W,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2006,Taka Malang W,Core Zone,No Take Zone,0,2,Scarus ghobban,30,
2006,Tanjung Dua,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2006,Tanjung Dua,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2006,Tanjung Sekoci,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2006,Taka Malang E,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2006,Taka Menyawakan W,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2006,Tanjung Dua,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2007,Legon Janten,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2007,Taka Menyawakan E,Core Zone,No Take Zone,0,2,Scarus ghobban,30,
2007,Tanjung Sekoci,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2007,Tanjung Sekoci,Core Zone,No Take Zone,0,2,Scarus ghobban,30,
2007,Legon Janten,Core Zone,No Take Zone,0,2,Scarus ghobban,20,
2007,Taka Malang E,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2007,Taka Menyawakan E,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2007,Tanjung Dua,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2007,Legon Moto,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2007,Tanjung Dua,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2009,Kumbang 1,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2009,Kumbang 3,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2009,Kumbang 3,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2009,Legon Janten,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2009,Legon Janten,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2009,Taka Malang W,Core Zone,No Take Zone,0,4,Scarus ghobban,10,
2009,Tanjung Sekoci,Core Zone,No Take Zone,0,1,Scarus ghobban,20,
2009,Tanjung Sekoci,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2009,Kumbang 1,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2009,Kumbang 2,Core Zone,No Take Zone,0,3,Scarus ghobban,10,
2009,Kumbang 3,Core Zone,No Take Zone,0,3,Scarus ghobban,20,
2009,Kumbang 3,Core Zone,No Take Zone,0,4,Scarus ghobban,20,
2009,Tanjung Sekoci,Core Zone,No Take Zone,0,2,Scarus ghobban,30,
2009,Kumbang 3,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2009,Legon Janten,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2009,Legon Janten,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2009,Tanjung Dua,Core Zone,No Take Zone,0,3,Scarus ghobban,10,
2012,Kumbang 2,Core Zone,No Take Zone,0,3,Scarus ghobban,10,
2012,Taka Menyawakan W,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2012,Kumbang 1,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2012,Kumbang 1,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2012,Taka Malang E,Core Zone,No Take Zone,0,3,Scarus ghobban,10,
2012,Taka Menyawakan W,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2012,Taka Menyawakan W,Core Zone,No Take Zone,0,2,Scarus ghobban,20,
2012,Taka Menyawakan E,Core Zone,No Take Zone,0,3,Scarus ghobban,10,
2012,Taka Menyawakan W,Core Zone,No Take Zone,0,3,Scarus ghobban,10,
2012,Taka Menyawakan E,Core Zone,No Take Zone,0,3,Scarus ghobban,10,
2013,Tanjung Dua,Core Zone,No Take Zone,0,3,Scarus ghobban,10,
2013,Tanjung Sekoci,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2013,Tanjung Dua,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2013,Kumbang 2,Core Zone,No Take Zone,0,3,Scarus ghobban,10,
2013,Taka Malang W,Core Zone,No Take Zone,0,2,Scarus ghobban,10,
2013,Tanjung Sekoci,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2013,Taka Menyawakan W,Core Zone,No Take Zone,0,1,Scarus ghobban,10,
2013,Taka Menyawakan E,Core Zone,No Take Zone,0,1,Scarus ghobban,10,